inID,Commentaire,star,source,company,index_org,star_org,date
1399,"bonjour , j'ai passé 2 commandes de 2 canapés sur le ste shooroomprivé , depuis début mars , depuis le début je demande le remboursement de mes canapés , car à ce jour je n'ai toujours rien reçu.dans un premier je reçois un mail le 16 juin du service client qui me confirme que ma demande est bien prise en compte et que je serais remboursé sous 5 jours . 2 jours après je reçois un autre mail qui me rétorque que j'ai dépassé les délais pour le remboursement et donc je ne serais plus remboursé ! sans être capable de nous communiquer une date de livraison mais tout en nous promettons que nous serons contacté par le transporteur fantôme et je pèse mes mots 4 mois après , toujours rien ! on contacte un service client avec des inetrlocuteurs tous plus incompétents l'un que les autres.ils vous raccrochent au nez , ils font mine de se fare passer pour le responsable de site , bref j'en passe ! je suis épuisée et je compte porter plainte contre le site car j'ai 1500€ qui se balladent dans la nature !",1,TrustPilot,ShowRoom,1443,1,2020-06-25 00:00:00+00:00
1400,"cliente depuis plusieurs années j'ai eu la désagréable surprise de ne recevoir que deux articles sur six sur ma commande n°199732491 . pas de message bien sûr . alors je contacte le service client et comme par hasard quelques heures plus tard ( ! ! ! ) je reçois un mail d'annulation d'une partie de cette fameuse commande avec remboursement , comme si c'était normal . donc pendant deux mois mes `` pépètes '' elles sont restées dans les caisses de showroomprivé et au final je n'ai pas ma commande . si vous ne pouvez pas honorer vos commandes pourquoi ne prévenir que si tard ? ? quand j'ai cliqué sur `` payer '' là les articles étaient disponibles .... et même pas un geste commercial après tant d'années et de commandes passées .... ce sera ma dernière commande car comment avoir confiance si on est pas sûrs de recevoir nos articles payés ? ah et merci de ne pas prendre en excuse le covid .... il a bon dos .",2,TrustPilot,ShowRoom,1444,2,2020-06-25 00:00:00+00:00
1401,2 commandes effectuées récemment ... les 2 sont arrivées en retard et incomplètes !,1,TrustPilot,ShowRoom,1445,1,2020-06-24 00:00:00+00:00
1402,plus jamais ! appliques murales commandées en avril pdt le covid délai annoncé normal vu la situation ! je reçois un mail fin mai `` votre colis arrive '' trop contente de recevoir mes appliques ... mais rien nada ! je vérifie sur mon espace showroomprive et là stupéfaction `` votre colis a été livré '' ! la blague ! chez moi pdt 3 mois sans exception et pas un chat à mon portail personne ! service client nullissime robotisé et incompétent ! 70€ dans le vent personne ne me répond j'écris toutes les semaines ! bye bye showroomprive !,1,TrustPilot,ShowRoom,1446,1,2020-06-24 00:00:00+00:00
1403,"une fois de plus , showrooprivé.com est décevant . une fois de plus , nous n ’ avons pas reçu notre commande , par contre l ’ argent a été débité . une fois de plus , le service après vente est incapable de gérer le problème et nous mène en bateau depuis plus de 2semaines . mais cette fois ci nous ne resterons pas sans réponses . et s ’ ils ne trouvent pas une solution rapidement , nous porterons plainte . site au dessous de tout .",1,TrustPilot,ShowRoom,1447,1,2020-06-24 00:00:00+00:00
1404,"ouille , j'aurais du me renseigner ici avant ... j'ai commandé des vêtements de la marque mango . au final , rien comme sur la photo , tout transparent , lâche , malodorant et de mauvaise qualité , comme si tout avait moisi quelque part pendant des années .. j'ai gardé 2-3 trucs pour ne pas avoir trop les boules , car les retours sont payant aussi . conclusion , j'ai payé plus de frais de port que de produits ; j'attends encore le remboursement .. a fuir ...",1,TrustPilot,ShowRoom,1448,1,2020-06-24 00:00:00+00:00
1405,j ’ ai acheté des chaises mais quand on s ’ assoit le dossier émet des bruits de craquement et fini par casser et ce dès la première utilisation cela fait plusieurs semaine que j ’ essaie de trouver une solution avec showroomprive.com mais toutes les réponses que j ’ obtiens sont les mêmes à savoir « nous allons vous donner une réponse dans 5 à 10 jours » mais les 5 a 10 jours font des semaines et des mois ........,1,TrustPilot,ShowRoom,1449,1,2020-06-24 00:00:00+00:00
1406,"arnaqueur de première . j'ai commandé la box 100 % aventure chez showrooprivé . j'étais censée recevoir ma box et en plus une montre casio dans le même lot . le prix de référence était de 89,89e ( valeur de la box : 59e + montre : 30e ) comme indiqué sur le site internet de ces box.sauf que surpriiiise lors de l'arrivée : il n ' y a pas de montre ! juste une petite box . alors qu'il y a bien marqué : '' chaque coffret est livré avec une montre casio ae1000w1avef ou ae-1000w1bvef . '' au final j'ai payé une box à son prix initial et en plus le cadeau que je devais offrir ... nul !",1,TrustPilot,ShowRoom,1450,1,2020-06-24 00:00:00+00:00
1407,"j'ai commandé un canapé de marque bobochic depuis le mois de février 2020 . a ce jours aucune livraison , ni message du service client.j'ai appelle le service client fatigué , ils ne sont pas capable de me dire ou en ai ma livraison , vu la tournure sa prend je demande un remboursement on me dit on m'appellera dans deux semaines pour fixer les modalités de remboursement . jai demandé un émail pour les envoyer un émail de dernière relance avant saisie du tribunal.celui que le service client ma donné , renvoi mon émail en mentionnant que le destinataire de l'émail refuse de réceptionner mon email .je suis très énervé , je me retrouve assise au sol ayant acheté un canapé .on parle de 709 euros , la moitié d'un smic .",1,TrustPilot,ShowRoom,1451,1,2020-06-24 00:00:00+00:00
1408,première expérience et tous c ’ est très bien passer .mes chaises scandinaves impeccable .livraison au top,5,TrustPilot,ShowRoom,1452,5,2020-06-23 00:00:00+00:00
1409,non seulement ils se trompent de produits dans les commandes mais en plus le service client ignore nos mails .... une honte ce site ! ! ! !,1,TrustPilot,ShowRoom,1453,1,2020-06-23 00:00:00+00:00
1410,"j'ai retourné un colis le 2/01/20 , avant les 14 jours suivant les conditions de vente et impossible de me faire rembourser . ils me l'ont renvoyé car selon eux la date de retour était dépassée . j'ai envoyé un mail il y a une semaine et toujours pas de réponse . la marchandise est toujours chez moi et emballée . j'attends de leurs nouvelles depuis 6 mois ...",1,TrustPilot,ShowRoom,1454,1,2020-06-23 00:00:00+00:00
1411,commande de 2 canapés au mois de janvier pour une valeur de 1000 € ....... a ce jour toujours pas livré ! ! ! ! ! ! 😠😠😠tentative de demande de geste commercial pour préjudice : proposition bon de 10€ ........ 😨😂😠plus jamais je recommanderais chez eux ! ! ! ! !,1,TrustPilot,ShowRoom,1455,1,2020-06-23 00:00:00+00:00
1412,tres déçu . jai commandé une table . qui devait etre livré il ya 15jours . dans le suivi la table est livrée . il ne faut pas en tenir compte . elle arrivera un jour faut pas s'inquiéter me repond le service apres vente ! ! !,1,TrustPilot,ShowRoom,1457,1,2020-06-23 00:00:00+00:00
1413,"grosse arnaque ! très déçue , j ’ ai commandé 2 articles . ils étaient sensé m ’ être livré le 29/06/2020 . impatiente de voir ma commande arriver , je vais sur l ’ application pour suivre le colis . quelle surprise de voir que la commande m ’ a été livrée le 05/05 ! sachant que mon achat a été fait le 23/05 . c ’ est pathétique .",1,TrustPilot,ShowRoom,1458,1,2020-06-23 00:00:00+00:00
1414,"j ’ ai effectué mon achat le 10 avril , 2 mois et demi de délai pour un simple vêtement , du retard sur la livraison qui était déjà extrêmement longue et aucun message d ’ excuse ou d ’ information ni aucun geste commercial . je ne recommanderai pas sur ce site . à moins de vouloir attendre ma commande pendant presque trois mois .",1,TrustPilot,ShowRoom,1459,1,2020-06-22 00:00:00+00:00
1415,"nous equipons actuellement une nouvelle maison et je suis très déçue de mes commandes sur ce site . certaines passées il y a deux mois et demi sont toujours en préparation , une est perdue et je dois patienter le temps de l enquête , ce que je trouve inadmissible après deux mois de attente déjà et lorsque par miracle l une arrivé il manque des articles dedans qui n étaient pas signalé comme manquant à la base . de plus malgré l abonnem infinity j ai souvent dès fdp assez élevés à payer et l autres jour , on me demandé 45 e de fdp pour 2 panieres à linge en plastique que je trouve chez action à 7e pièce ! ! ! ! attention aussi aux prix initiaux souvent gonflés pour faire paraître la remise plus importante . souvent ils sont au même prix sur cdiscount ou amazon que le prix promotionnel de showroom ! ! ! très déçue .",2,TrustPilot,ShowRoom,1460,2,2020-06-22 00:00:00+00:00
1416,si seulement on pouvait mettre zero voir moins . site a fuir de tout urgence canape ni livre ni rembourse . ils veulent rien savoir . canape qui devait être livree le 14 avril puis le 11 mai puis le 28 mai et toujours rien . gros gros gros voleurs ils racontent tout et n importe quoi . j ai vu envoyer une 100 aine de mail j en suis a environ 10 appels par jours depuis plus d un mois et rien ne se passe .... c est simplement du vol et rien d autre .,1,TrustPilot,ShowRoom,1461,1,2020-06-22 00:00:00+00:00
1417,"j'ai commandé le 18 avril un maillot de bain de la marque coconut et depuis j'attends toujours ! ! ! je devais le recevoir le 09 juin mais rien donc j'envoie un mail à leur service client qui me répond par mail que je le recevrai le 20 juin et devinez quoi ? et bien le 20 juin , je n'ai toujours rien reçu ! ! ! ( ah oui , j'avais oublié , ils n'ont même pas l honnêteté de vous prévenir ! ! ! par contre l'argent , lui a été vite encaissé.fuyez ce site ! ! ! faites passer le message autour de vous . ce site est malhonnête en plus d être menteur et excusez l'expression , de se `` moque de vous '' . ce qui compte pour eux est l'argent et non la satisfaction de leurs clients ! ! !",1,TrustPilot,ShowRoom,1462,1,2020-06-21 00:00:00+00:00
1418,"dommage que je ne puisse descendre à moins zéro pour noter.commande enregistrée , annoncée livrée en point relai depuis le 11 juin 2020.rien en point relai . je consulte mon suivi commande : changement d'adresse point relai sans me préciser lequel.impossible joindre le site fournisseur ni le transporteur . 1ère et dernière expérience pour moi . en revanche , ne sais qui contacter ? ? ? si quelqu'un peut m'éclairer : ce serait bienvenu .",1,TrustPilot,ShowRoom,1463,1,2020-06-21 00:00:00+00:00
1419,"j ’ ai acheté 3 paires de chaussures . un mois d ’ attente pour la livraison . suite à l ’ envoie de mon colis , une paire sur 3 envoyé car ils ne savent pas gérer le stock ! la 3me paire arrive et finalement ce n ’ est pas la bonne couleur ! a fuir ...",1,TrustPilot,ShowRoom,1464,1,2020-06-21 00:00:00+00:00
1420,"déception sur mes 2 commandes passées en tant que nouvelle cliente : - bague de marque livrée dans un petit sachet plastique sans protection rigide- parure de lit avec les taies d'oreiller très mal cousues ( marque française ) , un des deux côtés plus large que l'autre donc la taie vrille ! articles non conforme à la description du produit",2,TrustPilot,ShowRoom,1465,2,2020-06-20 00:00:00+00:00
1421,arnaque c'est des voleurs commande depuis presque 6 mois non livré attention surtout c'est des escrocs,1,TrustPilot,ShowRoom,1466,1,2020-06-20 00:00:00+00:00
1422,"attention à certaines marques .... des produits de très mauvaise qualité vendu soit disant à 70 % de réduction , ce qui fait qu'au final vous payez encore beaucoup trop cher pour un produit manufacturé en chine.showroom ne vérifie pas ses vendeurs , souvent des arnaqueurs , seul le profit compte.pour info , il s'agissait de la marque la belle parisienne",1,TrustPilot,ShowRoom,1467,1,2020-06-21 00:00:00+00:00
1423,"j ai reçu un colis non commandé , a la place de ma couette j ai reçu des pieds de table . showroomprive a annule ma commande de couette que j attendais depuis plus de 2 semaines sans m en avertir . j ai demandé a recevoir ma commande mais elle on m a dit pas en stock . la personne n a pas essayé de repondre a ma demande ekle a simplement mis la faute sur je ne sais quel service . sav nul",1,TrustPilot,ShowRoom,1468,1,2020-06-20 00:00:00+00:00
1424,"cela fait 2 fois d'affiler que le prestataire de livraison de showroomprivé , gls ne me livre pas le colis et le retourne directemnt à l'expéditeur car trop volimineux.de son cotés showprivé prend plus de 3 mois pour effectuer le remboursement de ce dernier.je ne recommande pas donc ce service , et ne l'utiliserai plus .",1,TrustPilot,ShowRoom,1469,1,2020-06-20 00:00:00+00:00
1425,"ce sont des voyous ! commande passée le 7 mai , paiement encaissé de suite . livraison retardée , le transporteur ne connaît pas ma commande . le site show room privé a rétorqué qu'ils ont changé de transporteur . un mois et demi après , je suis toujours en attente de ma commande et show room privé m ' a dit qu'ils ne sont pas capables de me donner une date de livraison ! ! ! a fuir absolument .",1,TrustPilot,ShowRoom,1470,1,2020-06-20 00:00:00+00:00
1426,"cliente depuis des années , your se passait bien jusqu ’ au jour où je décide d ’ acheter un iphone 11.le prix n ’ est pas le même qu ’ une robe ou qu ’ une paire de chaussure 🤨.je le reçois avec un écran avec problème , je les appelle pour faire le retour . retour effectué et selon mon accusé de réception arrive chez eux le 15/05/20 . a ce jour le 20/06 je n ’ ai aucun remboursement , aucun rappel , aucun mail malgré mes nombreux appels .après avoir retracé les 1ers échanges vite stoppés . ils ont retrouvé mon retour que 10 jours après et vide ! ! ! ! évidement le vol s ’ est produit chez eux mais depuis silence radio .je vais donc porter plainte .n ’ achetez pas des produits coûteux car si problème , ils sont aux abonnés absents .ce sont des voyoux ! ! !",1,TrustPilot,ShowRoom,1471,1,2020-06-20 00:00:00+00:00
1427,"commande de 2 pouf géants de marque - réception de 2 pales copies plus petits et de qualité médiocre . bref , commandez la marque , showroom se charge de vous trouver la contrefaçon qui correspond et vous l'envoie ... que fait la répression des fraudes car c'en est manifestement une et vu les avis rédigés , ce n'est pas la première fois.ils sont sérieusement malhonnêtes ... suite à mon recours : offre `` généreuse '' d'un bon d'achat de 15€ : ils sont désolés , me demandent de surveiller et de recommander dans une nouvelle vente b-bob : mais bien sur , je vais y retourner et me fais arnaquer une seconde fois ! ! ! ! je veux qu'on me rembourse pas un bon d'achat : ils ne prennent pas grand risque , vu leur dernière action , je ne commanderai plus jamais chez eux .... le concurrent historique veepee est bien plus fiable et honnête ....",1,TrustPilot,ShowRoom,1472,1,2020-06-20 00:00:00+00:00
1428,"je mets une étoile car il n ' y a pas 0 étoiles.n'achetez surtout pas sur ce site.j'ai acheté un téléphone reconditionné . envoyé deux fois en réparation car défectueux .la deuxième fois pas pris en garantie par le fournisseur.je me dirige donc sur le site showroomprive et là , je tombe sur une `` conn .... '' qui me raccroche au nez en me disant qu'ils y sont pour rien . attention aucune reconnaissance client sur ce site.ils parlent à peine français ... bravo ! ! ! ! du coup 240€ de perdu ! ! ! !",1,TrustPilot,ShowRoom,1473,1,2020-06-19 00:00:00+00:00
1429,"commande passée le 25/05/20 , réglée par cb le jour même et depuis aucune nouvelle ... quand je me rends sur mon profil , aucune commande n ' est en cours ? ? ! ! je fais comment pour savoir ou elle se trouve ? sav injoignable ! j ' attends mon remboursement !",1,TrustPilot,ShowRoom,1474,1,2020-06-19 00:00:00+00:00
1430,pour la deuxième fois chez showroom privé . je suis victime d'une arnaque . par le passé en commandant une chaise haute j'ai reçu une chaise complètement à l'opposé de ce que j'avais commandé évidement d'une valeur bien inférieure a celle que j'avais commandé malheureusement étant fauchée je n'ai pas pu réexpédier attendre un remboursement et m'en acheter une en attendant . aujourd'hui je commande 3 grands tapis dazzle flair flugs je ne reçois pas 3 ni 2 tapis j'en reçois un seul . une carpette en paille plate ronde mesurant a peu pres un mètre de diamètre donc une fois de plus complètement hors sujet et de bien moindre valeur que ceux commandés . j'ai envie d'en rire tellement c'est grave . j'attends toujours le fameux mail anoncé afin de réexpédier leur carpette et être remboursée . nouveau rebondissements le transporteur m'informe qu'ils vont reporter ma livraison car mon colis n ' a jamais été en leur possession . au secours showroom c'est du n'importe quoi 1h apres je n'ai toujour pas reçu le mail de showroom,1,TrustPilot,ShowRoom,1475,1,2020-06-19 00:00:00+00:00
1431,attention arnaque ! site non fiable . j ’ ai acheté des coussins extérieurs de la marque b bop après un délai de livraison plus longue que prévu étant donné qu ’ ils avaient égaré le colis ( soit disant ) .colis reçu enfin ! ! ! ! mais pas la bonne couleur et surtout pas de la marque b bop une pâle copie de mauvaises qualité.après 4 appels un geste commerciale est proposé et là je me gausse ! ! ! 15 € de proposé hihihi pour des coussins soit disant de qualité . enfin bref soyez prudents fuyez fuyez fuyez . j ’ ai trouvé en cherchant sur le net un article 60 millions de consommateurs parlant de ces fameux coussins ah tiens je ne suis pas là seule ! ! ! ! !,1,TrustPilot,ShowRoom,1476,1,2020-06-19 00:00:00+00:00
1432,"très bon site , j'ai déjà passé au moins 300 commandes et je n'ai jamais été déçue , service client toujours bien à l'écoute et réponds à mes attentes . mes retours so sont toujours bien pris en compte et en charge par le site . mes remboursement sont sur 5 à 7 jours , très bon rapport qualité prix , si un produit ne correspond pas à la description , je le retourne sans difficulté .. je recommande ce site , je trouve mon compte .",5,TrustPilot,ShowRoom,1477,5,2020-06-18 00:00:00+00:00
1433,je contacte le tchat qui ne peut pas m'aider car proleme informatique et me dit h que j'ai un rdv avec un conseillé a 17h . je m ’ aperçois que le tchat ferme a 17h et me reconnecte pour voir et on me dit que j'ai rdv a 17h et qu'il ferme à 18h . 17h03 je me reconnecte et la tchat fermé comme j ’ avais lu sur le site ! ! ! ! je suis pas contente du tout de la façon que le sav s'est comporté alors qu'il me manque des produits dans ma commande et que le carton a du être reconditionné par la poste ce qui a causé de la casse dans mon colis .,1,TrustPilot,ShowRoom,1478,1,2020-06-18 00:00:00+00:00
1434,"si il y a bien un site à éviter , c'est celui là ... de vrais escrocs ... commande qui n'arrive jamais , quand on les contacts , la seule chose qui savent nous dire c'est : attendez 72h . ils font évidemment croire qu'ils font des recherches et qu'ils vont nous recontacter . et rien ... ils espèrent certainement que l'on abandonne pour garder notre argent . je vous conseille à tous en cas de litige de contacter la fevad .",1,TrustPilot,ShowRoom,1479,1,2020-06-18 00:00:00+00:00
1435,une commande soit disant livrée mais jamais reçu . service client néant ne réponds pas . je ne commanderai plus jamais chez eux .,1,TrustPilot,ShowRoom,1480,1,2020-06-18 00:00:00+00:00
1436,showroomprivé voyagiste à éviter .refuse d'appliquer la loi et fait du chantage aux clients .,1,TrustPilot,ShowRoom,1481,1,2020-06-18 00:00:00+00:00
1437,en un mois j ’ ai passé 2 commandes et j ’ ai eu 2 problèmes consécutifs : dans la premiere j ’ ai reçu une paire de lunettes différentes de celle commandée ! et la seconde réception sur une commande de 4 articles 3 sont annulés car plus en stock ! super déçue du site alors que je commandais depuis plusieurs années ! on note aussi le numéro du service client qui est introuvable !,1,TrustPilot,ShowRoom,1482,1,2020-06-17 00:00:00+00:00
1438,"j'ai mis 1 étoile mais si il y avait étoile 0 , j'aurais mis nul , ,arnarque ! je remarque que showroomprivé , sait encaissé votre achat dès l'instant que vous avez valider . depuis , le 7 avril , j'ai commandé une salle à manger . après plusieurs mails toujours respectueux , c'est le genre de la maison , je suis menée en bâteau ! livraison fixée au 1er juin ; puis 8 juin . je reçois un mail 5 jours avant la date du 18 juin me disant , ou vous demandez le remboursement sinon livraison le 17 juillet . surprise le 16 juin , la commande aurait été envoyée en 5 colis mais un article a été annulé le 16 , sans me prévenir . après maintes communications téléphoniques , j'ai enfin eu une personne qui parlait très mal le français et qui me dit : problème de stock et dans la foulée , il me sort , les portes vitrées auraient un défaut , c'est pourquoi , le fabricant l ' a annulé . la personne me dit de prendre contact par mail , ce que j'ai fait , et , je n'ai pu joindre personne . a moi aussi , on me fait miroiter un bon de dédommagement de 80 euro et au vu des avis que je viens de lire ; je n ' y crois pas du tout . je vais faire un recours auprès de ufc que choisir car cette façon d'agir est inadmissible , et pendant ce temps notre argent apporte au site des intérêts.je suis furax . surtout passez votre chemin je vais d'ailleurs faire une mauvaise publicité autour de moi et j'annule ce site de mes favorisroselyne di giacomo",1,TrustPilot,ShowRoom,1483,1,2020-06-17 00:00:00+00:00
1439,j ai fait deux commandes dans les deux cas ils n ont pas livré e qui était commandé . pour renvoyer il faut payer le port alors qu ils se trompent . j ai contacte le service client et ils m ont envoyé un document pour renvoyer à leurs frais mais de france alors que j habite et ils ont livrés en belgique . depuis ai écris 3 fois plus de réponse . évitez à tout prix . je n achèterai plus et je déconseillé à tout le monde .,1,TrustPilot,ShowRoom,1484,1,2020-06-17 00:00:00+00:00
1440,"encore et encore des problèmes ... suite de mon précédent avis et de mes `` mésaventures `` apres plusieurs relances et un mois de bataille je viens enfin d'etre remboursée par virement car soit disant une erreur technique avait annulé le remboursement paypal ... mais l'affaire ne s'arrête pas la ! non seulement showroomprive a enchaîné les problèmes sur cette commande ( que je vous laisse decouvrir dans mon 1er post ) mais il vient d'annuler ma dernière commande et de cloturer mon compte client sans m'en informer . silence radio , plus de réponses aux mails . je vous laisse juge du service aux clients de cette entreprise ..",1,TrustPilot,ShowRoom,1485,1,2020-06-18 00:00:00+00:00
1441,"service après vente injoignable , j'ai envoyé 3 mails sans réponse , mon préjudice porte sur un canapé d'un montant de 700€ cassé après 2 mois d'installation , il semble que la fabrique soit défectueuse donc un préjudice plutôt imputable à bobochic mais showromm prive fait toujours le mort , vraiment déçue alors que je suis cliente depuis plusieurs années sans jamais aucun problème auparavant",1,TrustPilot,ShowRoom,1486,1,2020-06-17 00:00:00+00:00
1442,"habituée à showroomprive je n ’ avais eu jusqu ’ à alors pas de réel soucis , mais voilà : je décide d ’ acheter une iphone x reconditionné sur leur site , sous garantie de 1an . et au bout de à peine quelques semaines il bug déjà ! je contacte showroom qui me redirige vers le vendeur initial , mais surprise ! sur le site du revendeur , cette garantie est payante et je n ’ ai aucun moyen de contacter qui que ce soit car aucun mail et le téléphone ne réponds pas , je contacte showroom pour qu ’ ils m ’ aident , mais silence radio de leur part après plusieurs mail . pas très honnête , j ’ en ai pour mon argent ... de plus c ’ est illégal de refuser une garantie légale de consommation et d ’ imposer une garantie commerciale payante .",1,TrustPilot,ShowRoom,1487,1,2020-06-17 00:00:00+00:00
1443,bonjour je vous mets ce petit poste parce que à mon grand étonnement il y a quelques temps au milieu du mois de mai j ’ ai commandé une paire de lunettes de soleil pour homme de la marque balmain lors d ’ une vente qui se dérouler sur le site très célèbre et pourtant normalement de confiance showroomprivé lors de ma réception du colis en juin 2020habitué de lunettes balmain j ’ ai remarqué quelques trucs étrange premièrement la boîte à l ’ intérieur il n ’ y avait pas le nom de la marque balmain mais alors que sur les autres balmain c ’ est toujours le cas deuxièmement sur les vrai on les reçoit aussi dans une deuxième sur boîte en carton là il y avait juste le petit boîtier en cuir enfin cuir .. à la intérieur il n ’ y avait même pas un petit chiffon pour les nettoyer etc . et en plus de cela la notice était carrément d ’ une autre marque chinoise l ’ après-midi même nous sommes allés chez un opticien pour le motif de les faire régler à ma taille au niveau des branches etc . sur place le détaillant spécialiste des marques de luxe il n ’ a pas mis cinq secondes à nous dire stop vos lunettes sont des contrefaçons alors oui c ’ est bien le cas à mon grand étonnement il y a de la contrefaçon sur showroomprivéles lunettes provenait de la vente balmain moschino alors à mon avis si moi j ’ ai reçu des copies contrefaits lors de cette commande tout ce qui est en commander alors à mon avis si moi j ’ ai reçu des copies contrefaits lors de cette commande tous ceux qui ont commandé doit être dans le même cas que moij ’ ai contacté également balmain qui il il faudrait plus de renseignements pour savoir où je les ai achetés et à mon avis si il savait que cela proviendrait de showroomprivées il ne laisserai pas l ’ affaire comme ça .,1,TrustPilot,ShowRoom,1488,1,2020-06-17 00:00:00+00:00
1444,"toujours très déçue de showroomprivé , entre leur fausses promo , leur delai de livraison hypers longs et les annulation après avoir attendu 2 mois . terminé ! je désinstalle l'appli je n 'acheterai plus !",1,TrustPilot,ShowRoom,1489,1,2020-06-16 00:00:00+00:00
1445,"j'ai un énorme soucis avec vous , j'aurai du recevoir mon canapé le 28/05/20 , je vous est attendu toute la journée avec ma fille qui avait pris sa journee , pas un mot de votre part que le rendez-vous était annuler , le 11 juin dernier vous vous excusez et vous me dites que je vais recevoir mon canapé le 17 juillet 2020 , pas un geste commercial , même pas les frais de livraison offert , vous avez encaissez mon argent depuis longtemps et en juillet sa fera rien que 3 mois et demi que j'attend cette commande , c'est inadmissible , vous méprisez vos clients , votre comportement est ignoble .",1,TrustPilot,ShowRoom,1490,1,2020-06-16 00:00:00+00:00
1446,"très déçue.jusqu ’ a présent , j ’ étais contente du service de ce site.mais là c ’ est catastrophique ! ! ! ! j ’ ai commandé pendant le confinement au mois d ’ avril , la commande devait être livrée début juin , finalement c ’ est reculé jusqu ’ au 20 juin ce qui fait quand même deux mois de délai de livraison ! ! ! ! nous sommes le 16 juin et aucun message pour signaler que la commande est prise en compte par un transporteur ... je suis inquiète car j ’ ai vu que finalement certaines commandes sont tout simplement annulées ! ! ! ! sauf que les achats sont encaissés plusieurs mois à l ’ avance ... ma consolation : j ’ attendais d'être livrée pour commander éventuellement à nouveau , je suis convaincue maintenant de ne plus faire confiance à ce site",1,TrustPilot,ShowRoom,1491,1,2020-06-16 00:00:00+00:00
1447,"service client voyage désagréable , après plusieurs tentatives j ai enfin réussi a les avoirs ... voyage annulé cause sanitaire oblige nous sommes fin juin je ne sais tjr pas si je pourrais partir avec ma réservation car c est un report , on ne me propose que ça et en plus je donne des dates elles ne sont pas validées car ils attendent les tarifs 2021 , enfin ça je vient de l apprendre au bout de 3 mois ... j ai rien à par un mail bidon envoyé en avril de leur part .c est tjr moi la cliente qui dois appelé pour avoir des infos , et en plus on me parle mal au téléphone , femme vachement hautaine sur les nerf ça tombe bien moi aussi ... je ne sais pas mais j ai bcp de monde autour de moi qui étais dans le même cas de voyage reporté et ce n est pas eux qui ont contacté le service de voyage non on les a appelé et ils ont déjà une date de report ... il ne font aucun effort et j ai l impression qu ils attendent que le train passe , enfin bref dernière fois que je commande quoi que se soit chez eux ...",1,TrustPilot,ShowRoom,1492,1,2020-06-16 00:00:00+00:00
1448,"que c ’ est long ! commande passée le 13 avril , livraison prévue le 8 juin , c ’ est long mais bon on est averti des délais , donc prêt à patienter . le problème c ’ est que nous sommes le 16 juin et le colis n ’ a pas encore été pris en charge par le transporteur. ! ! franchement c ’ était ma dernière commande sur showroom privé ...",2,TrustPilot,ShowRoom,1493,2,2020-06-16 00:00:00+00:00
1449,"service client incompétent : me soutien que j'ai reçu un colis que je n'ai pas reçu , malgrè de multiples appels et mails ...",1,TrustPilot,ShowRoom,1494,1,2020-06-16 00:00:00+00:00
1450,"commande passée il y a 2 mois , nombreux appels et mails passés mais évidemment aucune réponse ! pourtant j'ai été débité du montant de mon achat ! absolument scandaleux ! service client incompétent , si aucune réponse dans les 24h , j'entame un procès",1,TrustPilot,ShowRoom,1495,1,2020-06-16 00:00:00+00:00
1451,"suite à 1 souci avec une commande , j'ai pris contacte avec le service client . le conseiller c'est excusé et m ' a promis un geste commercial de 15€ m'indiquant que celui-ci serait effectif à 17h . à l'heure indiqué je constate aucun geste commerciale pourtant bien promis par le conseiller ( les communications étant enregistré c'est facile à prouvé ! ) . je rappel donc et là on me dis qu'ils ne feront pas le geste promis ! j'envoi donc un mail au service client pour demander à ce que la promesse du conseiller ne soit pas un mensonge ! et à la place le service client me propose 5€ ! c'est juste minable ! mensonge ! et ce n'est pas comme cela qu'ils vont conserver leurs clients ! et pour ma part puisque showroom m ' a menti et ne veut pas faire ce qui était convenu , je ne passerais plus jamais aucune commande ! et les dernières je vais les annuler ! bravo showroom vous savez comment perdre des clients visiblement ! et vous savez mentir et à votre place j'aurais honte ! vous n'aurez plus un centime de ma part et je bani votre site et gardez vos 5€ car ce n'était pas ce qui était prévu et achetez-vous avec une conscience et un sens du commerce que de toute évidence vous n'avez pas !",1,TrustPilot,ShowRoom,1496,1,2020-06-15 00:00:00+00:00
1452,tout simplement nul.j'avais fait une commande avec le principe de la livraison rapide . colis arrivé dans un carton défoncé ( visiblement chez eux express veut dire vite fait mal fait ) et article livré dans la mauvaise taille . sont donc incapables de lire les caractéristiques d'une commande et de mettre le bon article dans le bon paquet.a fuir .,1,TrustPilot,ShowRoom,1497,1,2020-06-15 00:00:00+00:00
1453,"on peut faire des bonnes affaires . mais je conseil de faire une recherche par photos ( oui c ’ est possible ) pour vérifier qu ’ il n ’ y a pas une meilleure affaire sur le net ou de trouver avec des frais d ’ envoi gratuit.le temps de traitement est énormément long avec showroom ! ! ! ! ! j ’ ai commandé des lunettes de marque « marc jacobs » le 15 mai et je les attends encore , nous sommes le 15 juin ! ! ! !",2,TrustPilot,ShowRoom,1498,2,2020-06-15 00:00:00+00:00
